date,cnpj,nome,nav
2023-03-09,20.726.061/0001-48,FUNDO DE INVESTIMENTO RENDA FIXA VISAO PREV ITAU,562484621.52
2023-03-09,20.726.076/0001-06,FUNDO DE INVESTIMENTO RENDA FIXA VISAO PREV BRADESCO,1036163261.13
2018-05-22,20.726.096/0001-87,FUNDO DE INVESTIMENTO RENDA FIXA VISÃO PREV VPM,0
2016-12-16,20.726.112/0001-31,VOTORANTIM FUNDO DE INVESTIMENTO RENDA FIXA VISÃO PREV II,394437222.29
2023-03-09,20.726.130/0001-13,FUNDO DE INVESTIMENTO RENDA FIXA VISAO PREV SANTANDER,643219470.78
2018-06-12,20.726.150/0001-94,FUNDO DE INVESTIMENTO EM AÇÕES AMAZONAS,0
2023-03-09,20.726.178/0001-21,FUNDO DE INVESTIMENTO RENDA FIXA EMB V CREDITO PRIVADO,152654404.46
2023-03-09,20.726.195/0001-69,GIF V INVESTIDOR FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR,15799757.6
2023-03-09,20.726.207/0001-55,BRADSEG GIF V FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR,10767627.69
2023-03-09,20.726.224/0001-92,GÁVEA PARTNERS GIF V FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR,9837979.72
2023-03-09,20.726.235/0001-72,ÍNDICO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,-599004.97
2023-03-09,20.726.671/0001-41,MUSTANG FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO,13125510.5
2023-03-09,20.726.687/0001-54,FUNDO DE INVESTIMENTO RENDA FIXA AMETISTA,943231167.14
2023-03-08,20.726.704/0001-53,MAJESTY FI EM COTAS DE FI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,0
2020-02-10,20.726.722/0001-35,,0
2018-08-22,20.734.928/0001-07,BB MULTIMERCADO EQUITY ALLOCATION INVESTIMENTO NO EXTERIOR PRIVATE FIC FI,0
2023-03-09,20.734.931/0001-20,BB PREVIDENCIÁRIO RENDA FIXA TÍTULOS PÚBLICOS X FUNDO DE INVESTIMENTO  CNPJ: 20.734.931/0001-20,206165451.68
2020-09-18,20.734.937/0001-06,BB PREVIDENCIÁRIO RENDA FIXA TÍTULOS PÚBLICOS IX FUNDO DE INVESTIMENTO,0
2023-03-09,20.743.601/0001-00,BB RENDA FIXA SIMPLES SOLIDEZ SUPER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,32275808237.23
2023-03-09,20.745.544/0001-90,SICOOB ANS FUNDO DE INVESTIMENTO RENDA FIXA - CRÉDITO PRIVADO,240932793.02
2023-03-09,20.762.355/0001-25,BB RENDA FIXA CURTO PRAZO SUPER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,3227522007.58
2021-10-29,20.762.358/0001-69,BB SIMPAR FUNDO DE INVESTIMENTO MULTIMERCADO LONGO PRAZO CREDITO PRIVADO,0
2015-02-27,20.763.545/0001-67,,0
2020-10-19,20.763.643/0001-02,ANNECY PREVIDÊNCIA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,0
2022-11-24,20.763.672/0001-66,HARE PREVIDÊNCIA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,0
2018-04-10,20.763.735/0001-84,WA TEF REFERENCIADO DI - FUNDO DE INVESTIMENTO,0
2019-10-22,20.763.784/0001-17,,0
2016-03-16,20.763.837/0001-08,,0
2021-02-24,20.763.871/0001-74,PORTO SEGURO FUNDO DE INVESTIMENTO RENDA FIXA DAS PROVISÕES TÉCNICAS DO CONSÓRCIO DO SEGURO DPVAT,0
2021-05-26,20.763.904/0001-86,,0
2020-03-09,20.763.929/0001-80,FUNDO DE INVESTIMENTO SABESPREV MAUÁ VALOR ABSOLUTO MULTIMERCADO,0
2023-03-09,20.763.949/0001-50,FUNDO DE INVESTIMENTO EM AÇÕES SABESPREV VINCI GAS DIVIDENDOS - BDR NÍVEL I,39821090.8
2023-03-09,20.764.258/0001-71,5 ANGELS FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,96957196.81
2021-11-17,20.771.391/0001-55,BB MATTA II MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0
2019-04-16,20.771.395/0001-33,BB MATTA I MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0
2023-03-08,20.771.400/0001-08,BB SÃO RAFAEL MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CRÉDITO PRIVADO,5752864.61
2023-03-09,20.771.403/0001-41,BB TESOURO SP II FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,567751971.73
2016-04-29,20.776.735/0001-19,,0
2017-08-16,20.778.697/0001-33,IPÊ VALOR FUNDO DE INVESTIMENTO EM AÇÕES,0
2023-03-09,20.789.785/0001-30,SUL AMÉRICA CLASSE A FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,1025147265.96
2016-10-06,20.789.835/0001-80,SUL AMÉRICA TOP FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,0
2023-03-09,20.789.951/0001-07,SULAMÉRICA SHELL PREV FUNDO DE INVESTIMENTO RENDA FIXA,163378306.69
2023-03-09,20.789.994/0001-84,SULAMÉRICA SHELL PREV 49 FUNDO DE INVESTIMENTO MULTIMERCADO,65542111.25
2018-03-12,20.790.199/0001-06,VOTORANTIM IF 077 RENDA FIXA FUNDO DE INVESTIMENTO - CRÉDITO PRIVADO,0
2017-10-09,20.790.217/0001-50,VOTORANTIM IF 042 RENDA FIXA FUNDO DE INVESTIMENTO - CRÉDITO PRIVADO,0
2017-10-09,20.790.686/0001-79,VOTORANTIM IF 043 RENDA FIXA FUNDO DE INVESTIMENTO - CRÉDITO PRIVADO,0
2017-10-09,20.791.013/0001-33,VOTORANTIM IF 046 RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO,0
2017-10-09,20.791.094/0001-71,VOTORANTIM IF 048 RENDA FIXA FUNDO DE INVESTIMENTO - CRÉDITO PRIVADO,0
2017-10-09,20.791.127/0001-83,VOTORANTIM IF 050 RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO,0
2017-10-09,20.791.177/0001-60,VOTORANTIM IF 047 RENDA FIXA FUNDO DE INVESTIMENTO - CRÉDITO PRIVADO,0
2017-10-09,20.791.512/0001-20,VOTORANTIM IF 044 RENDA FIXA FUNDO DE INVESTIMENTO - CRÉDITO PRIVADO,0
2017-10-09,20.791.542/0001-37,VOTORANTIM IF 045 RENDA FIXA FUNDO DE INVESTIMENTO - CRÉDITO PRIVADO,0
2017-10-09,20.791.574/0001-32,VOTORANTIM IF 041 RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO,0
2018-01-17,20.792.526/0001-69,VOTORANTIM IF 062 RENDA FIXA FUNDO DE INVESTIMENTO - CRÉDITO PRIVADO,0
2018-01-17,20.792.541/0001-07,VOTORANTIM IF 063 RENDA FIXA FUNDO DE INVESTIMENTO - CRÉDITO PRIVADO,0
2018-01-17,20.792.564/0001-11,VOTORANTIM IF 061 RENDA FIXA FUNDO DE INVESTIMENTO - CRÉDITO PRIVADO,0
2018-01-17,20.792.603/0001-80,VOTORANTIM IF 065 RENDA FIXA FUNDO DE INVESTIMENTO - CRÉDITO PRIVADO,0
2023-03-09,20.798.268/0001-28,FUNDO DE INVESTIMENTO EM AÇÕES HEMATITA,16939469.34
2020-01-06,20.798.281/0001-87,USA FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0
2023-03-09,20.798.290/0001-78,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MLV2F MULTIMERCADO CRÉDITO PRIVADO IE,336177514.3
2017-10-09,20.798.298/0001-34,VOTORANTIM IF 049 RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO,0
2016-07-11,20.807.935/0001-91,,0
2020-07-22,20.807.941/0001-49,OCEANO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,0
2016-11-16,20.807.948/0001-60,RUBI MASTER FUNDO DE INVESTIMENTO MULTIMERCADO,0
2023-03-09,20.813.604/0001-64,,54150583.22
2019-02-11,20.813.725/0001-06,,0
2023-03-09,20.813.765/0001-58,STRD FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CREDITO PRIVADO,17738030.2
2016-04-07,20.814.956/0001-34,,0
2023-03-09,20.814.958/0001-23,OCCAM EQUITY HEDGE FEEDER FI EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,3756536.71
2023-03-08,20.814.962/0001-91,MHLM FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,20667027.27
2023-03-09,20.814.969/0001-03,APEX LONG BIASED ICATU PREVIDÊNCIA FUNDO DE INVESTIMENTO MULTIMERCADO 49,41589693.99
2019-11-08,20.815.259/0001-06,BR+ FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,0
2019-10-07,20.815.545/0001-63,BELVEDERE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,0
2020-01-17,20.815.598/0001-84,D1 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,0
2023-03-09,20.815.620/0001-96,CANVAS RECUPERAÇÃO DE CREDITO PETROS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,20373755.64
2023-03-09,20.815.628/0001-52,RESOLUTE FI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,39433661.58
2023-03-09,20.820.448/0001-69,VILA BELMIRO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,9677249.84
2023-03-09,20.824.446/0001-48,JGP CORPORATE FI EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO,622577671.59
2017-04-11,20.824.453/0001-40,,0
2017-04-11,20.824.460/0001-41,,0
2023-03-09,20.824.461/0001-96,OPPORTUNITY FLOR DA MATA FUNDO DE INVESTIMENTO MULTIMERCADO - INVESTIMENTO NO EXTERIOR,66448651.21
2023-03-09,20.824.465/0001-74,OPPORTUNITY MARACAÍPE FUNDO DE INVESTIMENTO  MULTIMERCADO INVESTIMENTO NO EXTERIOR,56667348.59
2023-03-09,20.826.532/0001-90,G5 BR INFRA FUNDO DE INVESTIMENTO EM AÇÕES,63436915.18
2015-10-20,20.833.895/0001-52,,0
2023-03-09,20.833.920/0001-06,JGP CORPORATE MASTER FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO,812334776.46
2015-10-23,20.833.925/0001-20,,0
2018-02-01,20.833.932/0001-22,,0
2023-03-09,20.833.934/0001-11,VIC PREV FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,196105649.69
2023-03-09,20.833.938/0001-08,WM RENDA FIXA PREVIDENCIÁRIO FUNDOS DE INVESTIMENTO CREDITO PRIVADO,643181007.28
2023-03-09,20.833.940/0001-79,MAG OABPREV GO FUNDO DE INVESTIMENTO MULTIMERCADO,60216276.96
2023-03-09,20.849.025/0001-71,KR BH FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR,32437761.59
2015-07-17,20.852.203/0001-13,,0
2023-03-09,20.852.210/0001-15,ASO ESCROW FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR,27580582.14
2023-03-09,20.852.214/0001-01,BOURBON STRATEGY FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR,30936533.64
2022-08-22,20.852.221/0001-03,V2 GLOBAL EQUITIES FUNDO DE INVESTIMENTO DE AÇÕES INVESTIMENTO NO EXTERIOR,0
2023-03-09,20.852.236/0001-63,PB ALCIDES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO IE,26694004.78
2017-07-27,20.852.239/0001-05,BTG PACTUAL TOTAL RETURN CREDIT MASTER FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR,0
2016-03-30,20.852.248/0001-98,,0
2023-03-09,20.861.242/0001-87,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FPS MULTIMERCADO CRÉDITO PRIVADO IE,295849746.78
2018-03-12,20.861.245/0001-10,VOTORANTIM IF 076 RENDA FIXA FUNDO DE INVESTIMENTO - CRÉDITO PRIVADO,0
2020-07-13,20.861.247/0001-00,GUEPARDO PIPE FUNDO DE INVESTIMENTO DE AÇÕES,0
2018-07-18,20.861.250/0001-23,LADAKH FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0
2023-03-09,20.861.251/0001-78,SEAUTON FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,44278900.96
2023-03-09,20.861.254/0001-01,ATMOS INSTITUCIONAL A FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES,47434723.51
2023-03-09,20.866.937/0001-51,VVV FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,25421484.12
2019-01-03,20.867.034/0001-95,CSHG ROCCAPORENA FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0
2023-03-09,20.867.066/0001-90,FRANKFURT FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,53865128.92
2022-10-10,20.867.092/0001-19,CSHG JOGALATI FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0
2023-03-09,20.867.112/0001-51,FEEDER SPX NIMITZ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,86553675.36
2023-03-09,20.867.132/0001-22,VB INVEST FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,139481528.89
2021-07-15,20.867.235/0001-92,SUL AMÉRICA JACARECICA PCD FUNDO DE INVESTIMENTO RENDA FIXA,0
2018-02-16,20.867.588/0001-92,,0
2017-09-25,20.870.373/0001-20,SIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,0
2023-03-09,20.870.377/0001-09,BAT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,288850123
2023-03-09,20.870.383/0001-66,CANTA GALO  FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,117767809.09
2019-03-14,20.870.386/0001-08,MALDIVAS FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0
2023-03-09,20.879.578/0001-77,INTER CONSERVADOR FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,1522427580.58
2023-03-09,20.887.247/0001-89,GERDAU PREVIDÊNCIA FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO 5,566056377.64
2020-06-01,20.887.259/0001-03,SINGAPORE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM RENDA FIXA,0
2018-08-06,20.888.458/0001-36,,0
2018-05-22,20.888.462/0001-02,,0
2015-02-19,20.889.078/0001-16,,0
2015-02-19,20.889.108/0001-94,,0
2023-03-09,20.889.133/0001-78,NEO NAVITAS MASTER FUNDO DE INVESTIMENTO EM AÇÕES,178269264.14
2023-03-09,20.889.158/0001-71,CAPITANIA SYNTA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO RENDA FIXA,83038168.12
2018-11-07,20.889.196/0001-24,,0
2023-03-09,20.889.217/0001-01,PORTO SEGURO RENDA FIXA MASTER FUNDO DE INVESTIMENTO PREVIDENCIÁRIO CRÉDITO PRIVADO,1037417266.91
2018-02-20,20.889.245/0001-29,,0
2015-12-02,20.889.263/0001-00,,0
2022-02-21,20.889.298/0001-40,UBS HIGH ALPHA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,0
2023-03-09,20.889.336/0001-64,MANTIQUEIRA MASTER FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,10273490243.27
2023-03-09,20.889.355/0001-90,FUNDO DE INVESTIMENTO PWM QUARTZO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,58455012.71
2014-10-30,20.889.447/0001-70,,0
2023-03-09,20.889.471/0001-00,SULAMÉRICA FIX 100 PLUS FUNDO DE INVESTIMENTO RENDA FIXA,301091256.7
2016-05-24,20.889.482/0001-90,,0
2023-03-09,20.889.498/0001-00,SULAMÉRICA VOO LIVRE PREV FUNDO DE INVESTIMENTO MULTIMERCADO,15403266.28
2023-03-09,20.889.512/0001-68,FOCUS AB FUNDO DE INVESTIMENTO EM AÇÕES - BDR NIVEL I - INVESTIMENTO NO EXTERIOR,69101376.52
2021-09-14,20.889.611/0001-40,TFO CSHG FUNDO DE INVESTIMENTO RENDA FIXA INF - CRÉDITO PRIVADO,0
2023-03-09,20.889.637/0001-98,CSHG OMEGA INF FUNDO DE INVESTIMENTO RENDA FIXA  - CRÉDITO PRIVADO,189043900.41
2023-03-09,20.889.653/0001-80,SAMESIDE CADU FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,11062690.06
2023-03-09,20.889.670/0001-18,LARP FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,23507358.65
2017-05-16,20.889.702/0001-85,CSHG DUOMO 1384 FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO - CREDITO PRIVADO,0
2015-05-14,20.889.724/0001-45,,0
2023-03-09,20.889.752/0001-62,,12696164.31
2023-03-08,20.889.768/0001-75,MS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INV NO EXTERIOR,77984751.02
2021-07-06,20.889.801/0001-67,,0
2023-03-09,20.889.815/0001-80,HELLAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE,31460344.45
2023-03-09,20.895.429/0001-00,FUNDO DE INVESTIMENTO MULTIMERCADO TRIBECA INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO,25020083.42
2023-03-09,20.895.431/0001-70,WOODSTOCK FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,17478281.64
2023-03-09,20.895.433/0001-60,TERA FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,55950998.71
2017-02-23,20.895.511/0001-26,QUANT BRASIL ULTRA FUNDO DE INVESTIMENTO MULTIMERCADO DE LONGO PRAZO,0
2018-06-28,20.903.141/0001-21,GERAÇÃO FUTURO FIC FIRF DSOP REFERENCIADO DI,0
2018-01-17,20.906.351/0001-73,VOTORANTIM IF 068 RENDA FIXA FUNDO DE INVESTIMENTO - CRÉDITO PRIVADO,0
2023-03-09,20.906.371/0001-44,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO AMB MULTIMERCADO - CRÉDITO PRIVADO,20739530.96
2017-12-07,20.906.457/0001-77,VOTORANTIM IF 054 RENDA FIXA FUNDO DE INVESTIMENTO - CRÉDITO PRIVADO,0
2018-01-17,20.906.487/0001-83,VOTORANTIM IF 070 RENDA FIXA FUNDO DE INVESTIMENTO - CRÉDITO PRIVADO,0
2023-03-09,20.906.506/0001-71,JRR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO,656606314.97
2017-12-07,20.906.522/0001-64,VOTORANTIM IF 055 RENDA FIXA FUNDO DE INVESTIMENTO - CRÉDITO PRIVADO,0
2018-01-17,20.906.549/0001-57,VOTORANTIM IF 067 RENDA FIXA FUNDO DE INVESTIMENTO - CRÉDITO PRIVADO,0
2018-01-17,20.906.572/0001-41,VOTORANTIM IF 064 RENDA FIXA FUNDO DE INVESTIMENTO - CRÉDITO PRIVADO,0
2018-01-17,20.906.584/0001-76,VOTORANTIM IF 069 RENDA FIXA FUNDO DE INVESTIMENTO - CRÉDITO PRIVADO,0
2018-01-17,20.906.614/0001-44,VOTORANTIM IF 066 RENDA FIXA FUNDO DE INVESTIMENTO - CRÉDITO PRIVADO,0
2023-03-09,20.934.226/0001-77,JANEA FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,14409343.19
2023-03-09,20.934.254/0001-94,BRADESCO FIC DE FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR ÁGUIA,17769974.24
2023-03-09,20.934.274/0001-65,BPC ORKESTRA FUNDO DE INVESTIMENTO MULTIMERCADO,140579004.54
2019-08-29,20.934.376/0001-80,761 FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,0
2022-06-23,20.934.408/0001-48,ESPELHO I ACTIVE FIX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CRED PRIV,0
2022-03-18,20.934.423/0001-96,BRADESCO FC FI MULTIMERCADO CRÉDITO PRIVADO IE 1394,0
2018-06-15,20.934.449/0001-34,FEEDER ICATU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,0
2016-04-19,20.934.465/0001-27,STRUCTURE 50 FUNDO DE INVESTIMENTO MULTIMERCADO,0
2022-08-03,20.934.486/0001-42,BIONIX  FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0
2022-12-20,20.961.963/0001-69,FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR CARINAE,0
2022-11-28,20.961.971/0001-05,JTR FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR,0
2023-03-09,20.961.980/0001-04,MG 2 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,25949593.04
2023-03-09,20.968.924/0001-93,CSHG DG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE,103191244.75
2023-03-09,20.968.942/0001-75,CYPRUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE,43992547.72
2018-07-24,20.968.958/0001-88,FREEDOM FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,0
2017-03-21,20.969.041/0001-06,,0
2019-09-11,20.969.078/0001-26,CSHG 1394 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE,0
2017-11-30,20.969.172/0001-85,CSHG 11222 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE,0
2023-03-09,20.969.210/0001-08,TFO RUSH FI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,59575712.95
2018-01-16,20.969.250/0001-41,,0
2023-03-09,20.969.330/0001-05,UBS CONSENSO MULTIMANAGER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,233520115.26
2015-05-12,20.969.513/0001-12,,0
2023-03-09,20.969.532/0001-49,ITAÚ SYNTA FUNDO DE INVESTIMENTO RENDA FIXA,96524392.81
2022-08-02,20.970.997/0001-10,BRASILPREV RT CAELUM FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO,0
2021-12-24,20.970.999/0001-09,BRASILPREV RT AQUA FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO,0
2019-06-25,20.971.078/0001-60,BARON USA ALL CAPS EQUITIES USD FUNDO DE INVESTIMENTO DE ACOES - INVESTIMENTO NO EXTERIOR,0
2023-03-09,20.977.224/0001-65,SERENA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,29486348.99
2018-08-08,20.977.249/0001-69,,0
2023-03-09,20.977.437/0001-97,SANTANDER FIC FI PREV XVIII RENDA FIXA CREDITO PRIVADO,6613463643.19
2023-03-09,20.977.452/0001-35,SANTANDER FIC FI PREV XIX RENDA FIXA CREDITO PRIVADO,279533893.73
2020-01-27,20.977.459/0001-57,SANTANDER FI PROVISOES TECNICAS DOS CONSORCIOS DO SEGURO DPVAT RENDA FIXA,0
2023-03-09,20.977.474/0001-03,SANTANDER PB FRIBODE MULT CRÉD PRIV FI,39562561.69
2017-12-19,20.977.486/0001-20,SANTANDER FIC FI VAN GOGH YIELD MIX RENDA FIXA CREDITO PRIVADO LONGO PRAZO,0
2023-03-09,20.977.499/0001-07,SANTANDER RENDA FIXA CRÉDITO PRIVADO CRESCIMENTO TOP FIC FI LONGO PRAZO,444795333.01
2023-03-09,20.977.513/0001-64,SANTANDER MULT CRÉD PRIV FLEXÍVEL VIP FIC FI LP,39849272.89
2023-03-09,20.977.520/0001-66,SANTANDER PB NAMHA PLUS MULT CRÉD PRIV FIC FI,22254683.43
2023-03-09,20.977.524/0001-44,SANTANDER PB GFP MULT CRÉD PRIV FIC FI,25078534.22
2016-05-23,20.977.535/0001-24,,0
2023-03-09,20.977.545/0001-60,SANTANDER PB ANTUY MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO,18636604.72
2018-06-22,20.977.554/0001-50,SANTANDER FUNDO DE INVESTIMENTO II RENDA FIXA REFERENCIADO DI,0
2015-04-07,20.977.565/0001-30,,0
2016-05-17,20.977.576/0001-10,,0
2023-02-17,20.977.640/0001-63,SANTANDER PB PHMAJORITY MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INV,0
2022-01-11,20.977.649/0001-74,FUNDO DE INVESTIMENTO FUNPRESP MULTIMERCADO,0
2023-03-09,20.977.653/0001-32,SANTANDER FI DSA RENDA FIXA CREDITO PRIVADO,159578124.17
2023-03-09,20.977.660/0001-34,SANTANDER FIC FI DSA RENDA FIXA REFERENCIADO DI,502409295.88
